strain,country,region,year,classification,strain,ST,K_locus,O_locus,O_type
GCF_900500805.1,Greece,Europe_southern,2013,human_urogenital_urine,EuSCAPE_GR033,ST307,KL102,O2v2,O2
GCF_900515595.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT397,ST17,KL71,O2v2,O2
GCF_900502995.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_SC033,ST3672,KL3,O2v2,O2
GCF_900515255.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT174,ST512,unknown,O2v2,O2
GCF_900516015.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT335,ST512,unknown,O2v2,O2
GCF_900506965.1,Belgium,Europe_western,2014,human_urogenital_urine,EuSCAPE_BE027,ST36,KL27,O2v2,O2
GCF_900507135.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE100,ST11,KL105,O2v2,O2
GCF_900507995.1,Belgium,Europe_western,2014,human_urogenital_urine,EuSCAPE_BE111,ST11,KL105,O2v2,O2
GCF_900512625.1,Germany,Europe_western,2014,human_wound_trauma,EuSCAPE_DE072,ST36,KL27,O2v2,O2
GCF_900512655.1,Germany,Europe_western,2013,human_urogenital_urine,EuSCAPE_DE076,ST36,KL27,O2v2,O2
GCF_900511555.1,Estonia,Europe_northern,2013,human_urogenital_urine,EuSCAPE_EE002,ST11,KL105,O2v2,O2
GCF_900509955.1,Estonia,Europe_northern,2013,human_urogenital_urine,EuSCAPE_EE005,ST11,KL105,O2v2,O2
GCF_900511705.1,Estonia,Europe_northern,2013,human_wound_trauma,EuSCAPE_EE006,ST11,KL105,O2v2,O2
GCF_900511345.1,Estonia,Europe_northern,2013,human_urogenital_urine,EuSCAPE_EE021,ST11,KL105,O2v2,O2
GCF_900516635.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES093,ST11,KL105,O2v2,O2
GCF_900508345.1,France,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_FR049,ST11,KL105,O2v2,O2
GCF_900505725.1,Croatia,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_HR013,ST11,KL105,O2v2,O2
GCF_900516835.1,Hungary,Europe_eastern,2013,human_wound_trauma,EuSCAPE_HU022,ST11,KL105,O2v2,O2
GCF_900516855.1,Hungary,Europe_eastern,2013,human_blood_bone_sterile,EuSCAPE_HU024,ST11,KL105,O2v2,O2
GCF_900516865.1,Hungary,Europe_eastern,2014,human_blood_bone_sterile,EuSCAPE_HU027,ST11,KL105,O2v2,O2
GCF_900516895.1,Hungary,Europe_eastern,2014,human_wound_trauma,EuSCAPE_HU031,ST11,KL105,O2v2,O2
GCF_900514915.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT127,ST11,KL105,O2v2,O2
GCF_900515135.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT155,ST11,KL105,O2v2,O2
GCF_900515475.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT275,ST36,KL27,O2v2,O2
GCF_900515665.1,Latvia,Europe_northern,2013,human_urogenital_urine,EuSCAPE_LV002,ST11,KL105,O2v2,O2
GCF_900510095.1,Poland,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_PL008,ST11,KL105,O2v2,O2
GCF_900511375.1,Poland,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_PL012,ST11,KL105,O2v2,O2
GCF_900510225.1,Poland,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_PL019,ST11,KL105,O2v2,O2
GCF_900510235.1,Poland,Europe_eastern,2014,human_wound_trauma,EuSCAPE_PL021,ST11,KL105,O2v2,O2
GCF_900510255.1,Poland,Europe_eastern,2014,human_blood_bone_sterile,EuSCAPE_PL050,ST11,KL105,O2v2,O2
GCF_900510325.1,Poland,Europe_eastern,2014,human_wound_trauma,EuSCAPE_PL052,ST11,KL105,O2v2,O2
GCF_900502825.1,Portugal,Europe_southern,2014,human_urogenital_urine,EuSCAPE_PT025,ST11,KL105,O2v2,O2
GCF_900504005.1,Romania,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_RO046,ST11,KL105,O2v2,O2
GCF_900504085.1,Romania,Europe_eastern,2014,human_respiratory,EuSCAPE_RO054,ST11,KL105,O2v2,O2
GCF_900504255.1,Romania,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_RO073,ST11,KL105,O2v2,O2
GCF_900510565.1,Slovakia,Europe_eastern,2014,human_respiratory,EuSCAPE_SK001,ST11,KL105,O2v2,O2
GCF_900510595.1,Slovakia,Europe_eastern,2014,human_respiratory,EuSCAPE_SK002,ST11,KL105,O2v2,O2
GCF_900510625.1,Slovakia,Europe_eastern,2013,human_abscess_pus_fluid,EuSCAPE_SK006,ST11,KL105,O2v2,O2
GCF_900508375.1,Slovakia,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_SK008,ST11,KL105,O2v2,O2
GCF_900510675.1,Slovakia,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_SK009,ST11,KL105,O2v2,O2
GCF_900508365.1,Slovakia,Europe_eastern,2014,human_wound_trauma,EuSCAPE_SK012,ST11,KL105,O2v2,O2
GCF_900502925.1,Slovakia,Europe_eastern,2014,human_respiratory,EuSCAPE_SK013,ST11,KL105,O2v2,O2
GCF_900510715.1,Slovakia,Europe_eastern,2013,human_respiratory,EuSCAPE_SK016,ST11,KL105,O2v2,O2
GCF_900508385.1,Slovakia,Europe_eastern,2014,human_wound_trauma,EuSCAPE_SK018,ST11,KL105,O2v2,O2
GCF_900511275.1,Slovakia,Europe_eastern,2014,human,EuSCAPE_SK031,ST11,KL105,O2v2,O2
GCF_900510935.1,Slovakia,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_SK044,ST11,KL105,O2v2,O2
GCF_900511145.1,Austria,Europe_western,2014,human_wound_trauma,EuSCAPE_AT001,ST661,KL140,O2v2,O2
GCF_900510515.1,Austria,Europe_western,2013,human_wound_trauma,EuSCAPE_AT012,ST512,KL107,O2v2,O2
GCF_900510555.1,Austria,Europe_western,2014,human_urogenital_urine,EuSCAPE_AT014,ST512,KL107,O2v2,O2
GCF_900511185.1,Austria,Europe_western,2013,human_urogenital_urine,EuSCAPE_AT017,ST512,KL107,O2v2,O2
GCF_900511225.1,Austria,Europe_western,2013,human_urogenital_urine,EuSCAPE_AT019,ST17,KL147,O2v2,O2
GCF_900509925.1,Austria,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_AT020,ST12,KL122,O2v2,O2
GCF_900506265.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE022,ST321,KL3,O2v2,O2
GCF_900506285.1,Belgium,Europe_western,2014,human_urogenital_urine,EuSCAPE_BE031,ST307,KL102,O2v2,O2
GCF_900506455.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE035,ST307,KL102,O2v2,O2
GCF_900506815.1,Belgium,Europe_western,2013,human_abscess_pus_fluid,EuSCAPE_BE061,ST307,KL102,O2v2,O2
GCF_900506835.1,Belgium,Europe_western,2013,human_respiratory,EuSCAPE_BE070,ST512,KL107,O2v2,O2
GCF_900506825.1,Belgium,Europe_western,2013,human_respiratory,EuSCAPE_BE071,ST512,KL107,O2v2,O2
GCF_900506875.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE073,ST512,KL107,O2v2,O2
GCF_900506975.1,Belgium,Europe_western,2014,human_wound_trauma,EuSCAPE_BE084,ST512,KL107,O2v2,O2
GCF_900506995.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE091,ST512,KL107,O2v2,O2
GCF_900507035.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE093,ST512,KL107,O2v2,O2
GCF_900507075.1,Belgium,Europe_western,2014,human_urogenital_urine,EuSCAPE_BE098,ST512,KL107,O2v2,O2
GCF_900512705.1,Germany,Europe_western,2014,human_urogenital_urine,EuSCAPE_DE009,ST867,KL3,O2v2,O2
GCF_900511815.1,Germany,Europe_western,2014,human_catheter_tube_tip,EuSCAPE_DE012,ST307,KL102,O2v2,O2
GCF_900512485.1,Germany,Europe_western,2014,human_wound_trauma,EuSCAPE_DE043,ST377,KL102,O2v2,O2
GCF_900500995.1,Spain,Europe_southern,2013,human_urogenital_urine,EuSCAPE_ES117,ST307,KL102,O2v2,O2
GCF_900501045.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES120,ST617,KL122,O2v2,O2
GCF_900501145.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES148,ST307,KL102,O2v2,O2
GCF_900501135.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES149,ST307,KL102,O2v2,O2
GCF_900517285.1,Spain,Europe_southern,2014,human_wound_trauma,EuSCAPE_ES215,ST278,KL136,O2v2,O2
GCF_900517595.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES257,ST278,KL136,O2v2,O2
GCF_900517705.1,Spain,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_ES287,ST258,KL107,O2v2,O2
GCF_900517725.1,Spain,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_ES289,ST258,KL107,O2v2,O2
GCF_900517765.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES290,ST433,KL102,O2v2,O2
GCF_900517745.1,Spain,Europe_southern,2014,human_wound_trauma,EuSCAPE_ES291,ST258,KL107,O2v2,O2
GCF_900517735.1,Spain,Europe_southern,2014,human_wound_trauma,EuSCAPE_ES293,ST258,KL107,O2v2,O2
GCF_900510355.1,France,Europe_western,2013,human_urogenital_urine,EuSCAPE_FR005,ST307,KL102,O2v2,O2
GCF_900510505.1,France,Europe_western,2014,human_urogenital_urine,EuSCAPE_FR035,ST307,KL102,O2v2,O2
GCF_900502915.1,France,Europe_western,2014,human_urogenital_urine,EuSCAPE_FR040,ST307,KL102,O2v2,O2
GCF_900510485.1,France,Europe_western,2014,human_urogenital_urine,EuSCAPE_FR041,ST307,KL102,O2v2,O2
GCF_900510535.1,France,Europe_western,2014,human_urogenital_urine,EuSCAPE_FR044,ST307,KL102,O2v2,O2
GCF_900511725.1,France,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_FR054,ST307,KL102,O2v2,O2
GCF_900511795.1,France,Europe_western,2014,human_urogenital_urine,EuSCAPE_FR056,ST1709,KL122,O2v2,O2
GCF_900511775.1,France,Europe_western,2013,human_blood_bone_sterile,EuSCAPE_FR070,ST307,KL102,O2v2,O2
GCF_900501225.1,Greece,Europe_southern,2013,human_respiratory,EuSCAPE_GR038,ST17,KL38,O2v2,O2
GCF_900501415.1,Greece,Europe_southern,2014,human_abscess_pus_fluid,EuSCAPE_GR097,ST36,KL27,O2v2,O2
GCF_900502275.1,Greece,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_GR115,ST3651,KL28,O2v2,O2
GCF_900502445.1,Greece,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_GR158,ST258,KL107,O2v2,O2
GCF_900502485.1,Greece,Europe_southern,2014,human_urogenital_urine,EuSCAPE_GR166,ST258,KL107,O2v2,O2
GCF_900502475.1,Greece,Europe_southern,2014,human_urogenital_urine,EuSCAPE_GR167,ST258,KL107,O2v2,O2
GCF_900516955.1,Hungary,Europe_eastern,2013,human_external,EuSCAPE_HU049,ST248-2LV,KL23,O2v2,O2
GCF_900512125.1,Israel,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_IL004,ST512,KL107,O2v2,O2
GCF_900512105.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL009,ST512,KL107,O2v2,O2
GCF_900508455.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL011,ST512,KL107,O2v2,O2
GCF_900512175.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL012,ST512,KL107,O2v2,O2
GCF_900512185.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL013,ST512,KL107,O2v2,O2
GCF_900512215.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL018,ST512,KL107,O2v2,O2
GCF_900512235.1,Israel,Asia_western,2014,human_respiratory,EuSCAPE_IL020,ST512,KL107,O2v2,O2
GCF_900512245.1,Israel,Asia_western,2014,human_respiratory,EuSCAPE_IL021,ST512,KL107,O2v2,O2
GCF_900512815.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL024,ST512,KL107,O2v2,O2
GCF_900513545.1,Israel,Asia_western,2013,human_respiratory,EuSCAPE_IL026,ST307,KL102,O2v2,O2
GCF_900513815.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL029,ST512,KL107,O2v2,O2
GCF_900513395.1,Israel,Asia_western,2013,human_wound_trauma,EuSCAPE_IL040,ST512,KL107,O2v2,O2
GCF_900513435.1,Israel,Asia_western,2013,human_wound_trauma,EuSCAPE_IL041,ST512,KL107,O2v2,O2
GCF_900513465.1,Israel,Asia_western,2014,human_blood_bone_sterile,EuSCAPE_IL047,ST307,KL102,O2v2,O2
GCF_900513445.1,Israel,Asia_western,2013,human_respiratory,EuSCAPE_IL048,ST512,KL107,O2v2,O2
GCF_900513555.1,Israel,Asia_western,2013,human_abscess_pus_fluid,EuSCAPE_IL055,ST1412,KL107,O2v2,O2
GCF_900513515.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL057,ST394,KL3,O2v2,O2
GCF_900513585.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL058,ST512,KL107,O2v2,O2
GCF_900513575.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL059,ST512,KL107,O2v2,O2
GCF_900513565.1,Israel,Asia_western,2014,human_respiratory,EuSCAPE_IL060,ST512,KL107,O2v2,O2
GCF_900513615.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL062,ST512,KL107,O2v2,O2
GCF_900513605.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL063,ST512,KL107,O2v2,O2
GCF_900508495.1,Israel,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_IL069,ST512,KL107,O2v2,O2
GCF_900513685.1,Israel,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_IL070,ST512,KL107,O2v2,O2
GCF_900513695.1,Israel,Asia_western,2014,human_tissue,EuSCAPE_IL076,ST512,KL107,O2v2,O2
GCF_900513725.1,Israel,Asia_western,2014,human_respiratory,EuSCAPE_IL077,ST512,KL107,O2v2,O2
GCF_900513735.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL078,ST512,KL107,O2v2,O2
GCF_900513755.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL079,ST512,KL107,O2v2,O2
GCF_900513775.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL080,ST512,KL107,O2v2,O2
GCF_900513785.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL083,ST512,KL107,O2v2,O2
GCF_900514005.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT001,ST512,KL107,O2v2,O2
GCF_900514045.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT005,ST512,KL107,O2v2,O2
GCF_900514215.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT006,ST36,KL102,O2v2,O2
GCF_900514065.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT007,ST258,KL107,O2v2,O2
GCF_900514095.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT009,ST512,KL107,O2v2,O2
GCF_900514125.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT013,ST512,KL107,O2v2,O2
GCF_900514145.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT015,ST512,KL107,O2v2,O2
GCF_900514135.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT017,ST512,KL107,O2v2,O2
GCF_900514185.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT020,ST512,KL107,O2v2,O2
GCF_900512865.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT025,ST3655,KL140,O2v2,O2
GCF_900512875.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT026,ST512,KL107,O2v2,O2
GCF_900512885.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT028,ST512,KL107,O2v2,O2
GCF_900512925.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT032,ST512,KL107,O2v2,O2
GCF_900512935.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT034,ST512,KL107,O2v2,O2
GCF_900512975.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT036,ST512,KL107,O2v2,O2
GCF_900512965.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT038,ST512,KL107,O2v2,O2
GCF_900513035.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT044,ST512,KL107,O2v2,O2
GCF_900513065.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT048,ST512,KL107,O2v2,O2
GCF_900513085.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT049,ST512,KL107,O2v2,O2
GCF_900513115.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT050,ST20,KL28,O2v2,O2
GCF_900513095.1,Italy,Europe_southern,2013,human,EuSCAPE_IT053,ST512,KL107,O2v2,O2
GCF_900513135.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT056,ST512,KL107,O2v2,O2
GCF_900513165.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT060,ST512,KL107,O2v2,O2
GCF_900513225.1,Italy,Europe_southern,2013,human,EuSCAPE_IT063,ST307,KL102,O2v2,O2
GCF_900513205.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT064,ST258,KL107,O2v2,O2
GCF_900513235.1,Italy,Europe_southern,2013,human_abscess_pus_fluid,EuSCAPE_IT065,ST36,KL27,O2v2,O2
GCF_900513265.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT066,ST512,KL107,O2v2,O2
GCF_900513255.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT068,ST307,KL102,O2v2,O2
GCF_900513325.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT072,ST512,KL107,O2v2,O2
GCF_900513335.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT074,ST512,KL107,O2v2,O2
GCF_900513285.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT076,ST307,KL102,O2v2,O2
GCF_900513345.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT082,ST512,KL107,O2v2,O2
GCF_900513365.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT084,ST512,KL107,O2v2,O2
GCF_900513385.1,Italy,Europe_southern,2013,human_wound_trauma,EuSCAPE_IT086,ST512,KL107,O2v2,O2
GCF_900513375.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT088,ST512,KL107,O2v2,O2
GCF_900514765.1,Italy,Europe_southern,2013,human,EuSCAPE_IT090,ST512,KL107,O2v2,O2
GCF_900514925.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT092,ST512,KL107,O2v2,O2
GCF_900508545.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT095,ST896,KL3,O2v2,O2
GCF_900508535.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT096,ST512,KL107,O2v2,O2
GCF_900515345.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT100,ST512,KL107,O2v2,O2
GCF_900514275.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT102,ST512,KL107,O2v2,O2
GCF_900514465.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT104,ST512,KL107,O2v2,O2
GCF_900514635.1,Italy,Europe_southern,2013,human_wound_trauma,EuSCAPE_IT106,ST512,KL107,O2v2,O2
GCF_900514745.1,Italy,Europe_southern,2013,human_abscess_pus_fluid,EuSCAPE_IT108,ST512,KL107,O2v2,O2
GCF_900514755.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT110,ST512,KL107,O2v2,O2
GCF_900514805.1,Italy,Europe_southern,2013,human_wound_trauma,EuSCAPE_IT112,ST512,KL107,O2v2,O2
GCF_900514785.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT113,ST307,KL102,O2v2,O2
GCF_900514795.1,Italy,Europe_southern,2013,human_wound_trauma,EuSCAPE_IT114,ST512,KL107,O2v2,O2
GCF_900514855.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT118,ST512,KL107,O2v2,O2
GCF_900514845.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT119,ST3657,KL7,O2v2,O2
GCF_900514825.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT120,ST512,KL107,O2v2,O2
GCF_900514865.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT122,ST512,KL107,O2v2,O2
GCF_900514895.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT130,ST512,KL107,O2v2,O2
GCF_900514935.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT132,ST512,KL107,O2v2,O2
GCF_900514975.1,Italy,Europe_southern,2014,human_abscess_pus_fluid,EuSCAPE_IT134,ST512,KL107,O2v2,O2
GCF_900515025.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT140,ST512,KL107,O2v2,O2
GCF_900515185.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT152,ST512,KL107,O2v2,O2
GCF_900515155.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT160,ST512,KL107,O2v2,O2
GCF_900515145.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT162,ST258,KL107,O2v2,O2
GCF_900515225.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT166,ST258,KL107,O2v2,O2
GCF_900515215.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT168,ST258,KL107,O2v2,O2
GCF_900515265.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT172,ST512,KL107,O2v2,O2
GCF_900515245.1,Italy,Europe_southern,2014,human_wound_trauma,EuSCAPE_IT175,ST463,KL117,O2v2,O2
GCF_900515285.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT177,ST278,KL136,O2v2,O2
GCF_900515315.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT178,ST512,KL107,O2v2,O2
GCF_900515305.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT180,ST512,KL107,O2v2,O2
GCF_900515325.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT182,ST512,KL107,O2v2,O2
GCF_900515295.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT184,ST512,KL107,O2v2,O2
GCF_900515395.1,Italy,Europe_southern,2013,human_abdominal,EuSCAPE_IT188,ST512,KL107,O2v2,O2
GCF_900515365.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT190,ST512,KL107,O2v2,O2
GCF_900515385.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT194,ST512,KL107,O2v2,O2
GCF_900514225.1,Italy,Europe_southern,2014,human_abscess_pus_fluid,EuSCAPE_IT196,ST512,KL107,O2v2,O2
GCF_900514305.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT199,ST512,KL107,O2v2,O2
GCF_900514285.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT205,ST512,KL107,O2v2,O2
GCF_900514475.1,Italy,Europe_southern,2013,human_abscess_pus_fluid,EuSCAPE_IT216,ST512,KL107,O2v2,O2
GCF_900514435.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT222,ST512,KL107,O2v2,O2
GCF_900514445.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT224,ST512,KL107,O2v2,O2
GCF_900514485.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT226,ST512,KL107,O2v2,O2
GCF_900514495.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT228,ST512,KL107,O2v2,O2
GCF_900514525.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT234,ST512,KL107,O2v2,O2
GCF_900514555.1,Italy,Europe_southern,2013,human_wound_trauma,EuSCAPE_IT236,ST512,KL107,O2v2,O2
GCF_900514535.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT239,ST36,KL27,O2v2,O2
GCF_900514515.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT240,ST512,KL107,O2v2,O2
GCF_900514585.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT242,ST512,KL107,O2v2,O2
GCF_900514575.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT244,ST258,KL107,O2v2,O2
GCF_900514645.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT246,ST512,KL107,O2v2,O2
GCF_900514605.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT248,ST258,KL107,O2v2,O2
GCF_900514615.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT249,ST1401,KL146,O2v2,O2
GCF_900514695.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT250,ST512,KL107,O2v2,O2
GCF_900514685.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT252,ST512,KL107,O2v2,O2
GCF_900502965.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT253,ST307,KL102,O2v2,O2
GCF_900514655.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT254,ST512,KL107,O2v2,O2
GCF_900514665.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT255,ST471,KL57,O2v2,O2
GCF_900514675.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT256,ST512,KL107,O2v2,O2
GCF_900514715.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT258,ST512,KL107,O2v2,O2
GCF_900515715.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT261,ST471,KL57,O2v2,O2
GCF_900515975.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT266,ST512,KL107,O2v2,O2
GCF_900515425.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT274,ST512,KL107,O2v2,O2
GCF_900515695.1,Italy,Europe_southern,2014,human,EuSCAPE_IT278,ST512,KL107,O2v2,O2
GCF_900515735.1,Italy,Europe_southern,2014,human_abdominal,EuSCAPE_IT286,ST512,KL107,O2v2,O2
GCF_900515745.1,Italy,Europe_southern,2014,human_wound_trauma,EuSCAPE_IT288,ST512,KL107,O2v2,O2
GCF_900515775.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT292,ST258,KL107,O2v2,O2
GCF_900515795.1,Italy,Europe_southern,2013,human_wound_trauma,EuSCAPE_IT294,ST512,KL107,O2v2,O2
