strain	species	species_match	contig_count	N50	largest_contig	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	hypermucoidy	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	AGly	Col	Fcyn	Flq	Gly	MLS	Ntmdz	Phe	Rif	Sul	Tet	Tmt	Bla	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR
ERR486753	Klebsiella pneumoniae	strong	209	172592	396157	ST147	0	0	1	3	-	0	-	0	-	0	-	0	-	wzi64	KL64	none	Perfect	100.00%		O2v1	none	Very high	98.64%		ST147	3	4	6	1	7	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	QnrB1*;ParC-80I;GyrA-83I	-	-	-	-	-	-	-	-	SHV-67*;AmpH*	-	-	-	-	-
ERR486754	Klebsiella pneumoniae	strong	128	323714	1125707	ST874-1LV	0	1	6	8	-	0	-	0	-	0	-	0	-	wzi222	KL45	none	Very high	98.41%		O1v2	none	Very high	99.49%		ST874-1LV	4	1	1	1	7*	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	-	-	CatB4?	-	-	TetA	-	AmpH*;SHV-121;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486755	Klebsiella pneumoniae	strong	164	196879	533099	ST147	0	0	1	2	-	0	-	0	-	0	-	0	-	wzi64	KL64	none	Perfect	100.00%		O2v1	none	Very high	98.64%		ST147	3	4	6	1	7	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ParC-80I;GyrA-83I	-	-	-	-	-	-	-	-	SHV-67*;AmpH*	-	-	-	-	-
ERR486756	Klebsiella pneumoniae	strong	134	176767	578767	ST133	0	0	1	1	-	0	-	0	-	0	-	0	-	wzi180	KL116	-	High	99.98%	KL116_17_wcpG	O1/O2v1	none	Very high	98.65%		ST133	12	1	1	2	5	1	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	SHV-75	-
ERR486757	Klebsiella pneumoniae	strong	212	198256	613416	ST70	0	0	3	4	-	0	-	0	-	0	-	0	-	wzi162	KL122	none	Very high	99.95%		O1v2	none	Very high	98.51%		ST70	2	6	17	1	20	10	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib*	-	-	-	-	-	-	-	-	-	-	-	AmpH*;OXA-9	-	-	-	SHV-32?	TEM-54*
ERR486758	Klebsiella pneumoniae	strong	190	166331	455944	ST340	0	1	6	7	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.80%		O4	none	Very high	99.66%		ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*	-	-	ParC-80I;GyrA-83I	-	-	-	-	-	-	TetA	-	AmpH*	-	CTX-M-15	-	SHV-11	TEM-30*
ERR486759	Klebsiella pneumoniae	strong	95	353407	1433737	ST1	0	0	2	3	-	0	-	0	-	0	-	0	-	wzi45	KL45	none	Very high	98.41%		O1v2	none	Very high	99.50%		ST1	4	4	1	1	7	4	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ParC-80I;GyrA-83I	-	-	-	-	-	-	-	-	AmpH*	-	-	-	SHV-1?	-
ERR486760	Klebsiella pneumoniae	strong	153	286709	927762	ST874-1LV	0	1	9	15	-	0	-	0	-	0	-	0	-	wzi222	KL45	none	Very high	98.41%		O1v2	none	Very high	99.49%		ST874-1LV	4	1	1	1	7*	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;StrB;StrA;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	-	CatB4?	-	SulI;SulII	TetA	DfrA12	AmpH*;SHV-121;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486761	Klebsiella pneumoniae	strong	120	160300	333313	ST147	0	0	2	3	-	0	-	0	-	0	-	0	-	wzi64	KL64	none	Perfect	100.00%		O2v1	none	Very high	98.64%		ST147	3	4	6	1	7	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ParC-80I;GyrA-83I	-	-	-	-	-	-	-	DfrA14	SHV-67*;AmpH*	-	-	-	-	-
ERR486762	Klebsiella pneumoniae	strong	180	203993	808533	ST1	0	1	6	10	-	0	-	0	-	0	-	0	-	wzi45	KL45	none	Very high	98.41%		O1/O2v2	none	Very high	99.50%		ST1	4	4	1	1	7	4	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA;Aac3-IIa*	-	-	ParC-80I;GyrA-83I	-	-	-	CatB4?;CatA2*	-	SulII	TetA	-	AmpH*;SHV-187*;OXA-1	-	CTX-M-15	-	-	-
ERR486763	Klebsiella pneumoniae	strong	165	230066	461701	ST45	0	0	4	4	-	0	-	0	-	0	-	0	-	wzi101	KL24	none	Very high	99.02%		O2v1	none	Very high	98.76%		ST45	2	1	1	6	7	1	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*	-	-	-	-	-	-	-	-	-	TetD	-	AmpH*	-	-	-	SHV-1?	TEM-30*
ERR486764	Klebsiella variicola	strong	245	212848	959935	ST1562	0	1	10	13	-	0	-	0	-	0	-	0	-	wzi454	KL114	none	Very high	97.38%		O3/O3a	none	Very high	99.30%		ST1562	16	24	36	27	29	22	105	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;AadA1-pm*?;Aac6-Ib*	PmrB-79%	-	Qnr-A1	-	EreA2	-	CmlA5*?	-	SulI?	TetA*	DfrA5	LEN-24*;AmpH*;OXA-9	-	SHV-12	-	-	TEM-54*
ERR486766	Klebsiella pneumoniae	strong	127	275715	785106	ST14	1	1	3	3	ybt 10; ICEKp4	106	-	0	-	0	-	0	-	wzi16	KL16	none	Very high	99.42%		O1v1	none	Very high	98.55%		ST14	1	6	1	1	1	1	1	3	3	4	3	3	7	7	3	3	3	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83Y	-	-	-	CatA1*	-	-	-	-	AmpH*	-	SHV-2*?	-	-	-
ERR486767	Klebsiella pneumoniae	strong	153	227323	394185	ST15	0	1	6	9	-	0	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.65%		O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	-	-	-	SulII	TetA	-	AmpH*;SHV-28*	-	CTX-M-15	-	-	TEM-30*
ERR486768	Klebsiella pneumoniae	strong	300	184221	514421	ST317	0	0	3	3	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.90%		O4	none	Very high	99.67%		ST317	10	1	2	1	9	27	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa	-	-	GyrA-83Y	-	-	-	-	-	-	-	-	AmpH*;SHV-187*;ACC-1	-	-	-	-	TEM-54*?
ERR486769	Klebsiella pneumoniae	strong	212	191192	363467	ST147	0	1	4	6	-	0	-	0	-	0	-	0	-	wzi64	KL64	none	Perfect	100.00%		O2v1	none	Very high	98.64%		ST147	3	4	6	1	7	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	QnrB1*;ParC-80I;GyrA-83I	-	-	-	CatB4?	-	-	-	DfrA14	SHV-67*;AmpH*;OXA-1	-	CTX-M-15	-	-	-
ERR486770	Klebsiella pneumoniae	strong	126	245202	651429	ST15	1	0	2	4	ybt 10; ICEKp4	84-2LV	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.65%		O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	3	12	4*	3	14	50	216	3	15	8	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	-	CatB4?	-	-	-	-	SHV-28*;AmpH*;OXA-1	-	-	-	-	-
ERR486771	Klebsiella pneumoniae	strong	110	245208	651436	ST15	1	0	3	5	ybt 10; ICEKp4	84-2LV	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.65%		O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	3	12	4*	3	14	50	216	3	15	8	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	-	CatB4?	-	-	-	-	SHV-28*;AmpH*;OXA-1	-	-	-	-	-
ERR486772	Klebsiella pneumoniae	strong	300	277964	1286397	ST834	0	1	9	15	-	0	-	0	-	0	-	0	-	0	KL123	*	Very high	95.15%		O3b	none	Very high	99.00%		ST834	2	1	2	1	7	1	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-IIc;StrB;StrA;Aac3-IIa*;AadA2	-	-	QnrB2?	-	EreA2?	-	CatB4?;CatA2*	-	SulII;SulI?	TetA	DfrA19*	AmpH*;OXA-1	-	SHV-12	-	-	TEM-30*
ERR486773	Klebsiella pneumoniae	strong	169	319358	628750	ST101	1	1	6	12	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	wzi137	KL17	none	Perfect	100.00%		O1v1	none	Very high	98.02%		ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*;Aac3-IId*;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87G	-	-	-	-	-	SulII	TetD	-	AmpH*;SHV-28*	-	CTX-M-15	-	-	TEM-30*;TEM-30*
ERR486774	Klebsiella pneumoniae	strong	139	382072	981339	ST158	0	1	7	10	-	0	-	0	-	0	-	0	-	wzi322	KL62	none	Very high	99.68%		O2v1	none	Very high	98.71%		ST158	1	4	35	1	10	25	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac6-Ib?	-	-	QnrB32*	-	-	-	CatA1*;CatA2*	-	SulII	-	DfrA14	SHV-28*;AmpH*	-	CTX-M-15	-	-	TEM-30*
ERR486775	Klebsiella pneumoniae	strong	119	377289	1478026	ST336	1	1	7	9	ybt 15; ICEKp11	230-1LV	-	0	-	0	-	0	-	wzi141	KL25	-	High	99.17%	KL25_09_wfeD	O5	*	High	94.21%		ST336	2	1	1	1	72	4	4	6	15	22	4	1	37	34*	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aph3-Ia*	-	-	QnrB1?	-	-	-	CatB4?	-	SulII*	-	DfrA14	SHV-187*;AmpH*;OXA-1	-	CTX-M-15	-	TEM-2	-
ERR486776	Klebsiella pneumoniae	strong	186	198616	456249	ST15	1	1	7	13	ybt 13; ICEKp2	299-1LV	-	0	-	0	-	0	-	wzi24	KL24	?-	Good	99.99%	KL24_14_wzy	O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	6	4	20	14	1	126	131*	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*;Aac3-IIa*;AadA1-pm*?	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	-	CatB4?;CatA2*	-	SulII	-	DfrA14	SHV-28*;AmpH*;OXA-9;OXA-1	-	CTX-M-15	-	-	TEM-54*
ERR486777	Klebsiella pneumoniae	strong	158	328852	786983	ST11	0	1	8	13	-	0	-	0	-	0	-	0	-	wzi177	KL125	*	High	90.39%		O3b	none	Very high	99.05%		ST11	3	3	1	1	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	-	CatB4?	-	-	TetD;TetA	DfrA14	AmpH*;OXA-1	-	SHV-12*?;CTX-M-15	-	-	TEM-30*;TEM-30*
ERR486778	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	386	230719	469380	ST735-2LV	0	0	1	1	-	0	-	0	-	0	-	0	-	0	KL101	?-	Good	95.66%	KL101_13_wcqP,KL101_14_wzx	O3/O3a	none	Very high	96.01%		ST735-2LV	98	19	28	20	113	21	162	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	OKP-A-5*	-
ERR486779	Klebsiella pneumoniae	strong	381	87230	402864	ST872	0	1	1	1	-	0	-	0	-	0	-	0	-	wzi73	KL104	?-	Good	99.95%	KL104_21_manC	O5	?-*	Good	92.07%	O5_01_manC	ST872	2	1	100	1	7	5	181	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	SHV-13*	-	-	-
ERR486780	Klebsiella pneumoniae	strong	172	350177	810586	ST35	1	1	6	9	ybt 16; ICEKp12	287	-	0	-	0	-	0	-	wzi2	KL2	none	Very high	99.75%		O1v1	none	Very high	99.99%		ST35	2	1	2	1	10	1	19	6	15	5	4	11	239	23	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac3-IIa*	-	-	-	-	-	-	CatA1*;CatB4?	-	SulI	TetA	DfrA1*	AmpH*;OXA-1	-	CTX-M-9*;CTX-M-15	-	-	-
ERR486781	Klebsiella pneumoniae	strong	502	174354	608446	ST29	0	0	6	11	-	0	-	0	-	0	-	0	-	wzi85	KL30	-+*	Good	96.55%	KL30_15_wcuG	O1v2	none	Very high	99.39%		ST29	2	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib*;StrB;StrA*;Aph3-Ia*	-	-	QnrB2	-	-	-	-	-	SulII*;SulI	TetD	DfrA7	AmpH*;OXA-9;SHV-187*	-	-	-	TEM-55*?	-
ERR486782	Klebsiella pneumoniae	strong	157	207642	1017936	ST874-1LV	0	1	7	11	-	0	-	0	-	0	-	0	-	wzi222	KL45	none	Very high	98.41%		O1v2	none	Very high	99.49%		ST874-1LV	4	1	1	1	7*	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	-	-	CatB4?	-	SulII	TetA	-	AmpH*;SHV-121;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486783	Klebsiella pneumoniae	strong	205	322936	771191	ST101	1	1	8	14	ybt 10; ICEKp4	20-2LV	-	0	-	0	-	0	-	wzi137	KL17	none	Perfect	100.00%		O1v1	none	Very high	98.02%		ST101	2	6	1	5	4	1	6	16	12	4	3	3	61*	54*	3	10	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*;Aac3-IId*;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87G	-	-	-	CatB4?	-	SulII	TetD	DfrA14	AmpH*;SHV-28*;OXA-1	-	CTX-M-15	-	-	TEM-30*;TEM-30*
ERR486784	Klebsiella pneumoniae	strong	168	292562	586625	ST16	0	1	9	12	-	0	-	0	-	0	-	0	-	wzi50	KL51	none	Very high	99.94%		O3b	none	Very high	99.08%		ST16	2	1	2	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aph3-Ia*	-	-	ParC-84K;GyrA-83F;GyrA-87N	-	MphA	-	CatB4?	-	SulI	TetA	DfrA12	AmpH*;OXA-1	-	CTX-M-15	-	-	SHV-26*
ERR486785	Klebsiella pneumoniae	strong	387	102093	274674	ST27	0	1	8	9	-	0	-	0	-	0	-	0	-	wzi356	KL117	none	Very high	99.57%		O2v1	none	Very high	98.24%		ST27	2	1	11	1	9	10	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib*	-	-	Qnr-A1	-	EreA2?	-	CmlA5*?	-	SulI?	-	DfrA5	AmpH*;OXA-9	-	SHV-40?	-	-	TEM-54*
ERR486786	Klebsiella variicola	strong	116	684154	1609125	ST2273	0	1	3	4	-	0	-	0	-	0	-	0	-	0	KL9	none	Very high	96.08%		O3/O3a	none	Very high	99.45%		ST2273	16	24	21	27	47	22	341	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib*	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*;OXA-9	-	SHV-12	-	-	TEM-54*
ERR486787	Klebsiella pneumoniae	strong	104	306836	535961	ST15	1	0	5	5	ybt 10; ICEKp4	107-3LV	-	0	-	0	-	0	-	wzi24	KL24	-	High	99.98%	KL24_13_wcuG	O1v1	none	Very high	98.51%		ST15	1	1	1	1	1	1	1	3	3	4	3*	3	56*	7	3	3	3*	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	GyrA-83Y	-	-	-	-	-	SulI*?	TetA	DfrA1*	SHV-28*;AmpH*;TEM-1D	-	-	-	-	-
ERR486788	Klebsiella pneumoniae	strong	189	293696	1136606	ST18-1LV	0	0	0	0	-	0	-	0	-	0	-	0	-	wzi360	KL122	none	Very high	99.98%		O2v2	none	Very high	98.51%		ST18-1LV	2	1	1	1	21	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-187*	-	-	-	-	-
ERR486789	Klebsiella pneumoniae	strong	163	369246	1423235	ST560	0	1	7	10	-	0	-	0	-	0	-	0	-	0	KL12	none	Very high	99.89%		O2v2	none	Very high	98.43%		ST560	2	3	1	1	21	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*	-	-	QnrB1?	-	-	-	-	-	SulII	TetA	DfrA14	AmpH*	-	CTX-M-15	-	-	SHV-26;TEM-30*
ERR486790	Klebsiella pneumoniae	strong	165	239432	1126042	ST874-1LV	0	1	8	15	-	0	-	0	-	0	-	0	-	wzi222	KL45	none	Very high	98.41%		O1v2	none	Very high	99.49%		ST874-1LV	4	1	1	1	7*	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;StrB;StrA;Aac3-IIa*;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	-	CatB4?	-	SulI;SulII	TetA	DfrA12	AmpH*;SHV-121;OXA-1	-	CTX-M-15?	-	-	-
ERR486791	Klebsiella pneumoniae	strong	156	195569	479807	ST280	0	1	3	3	-	0	-	0	-	0	-	0	-	wzi82	KL23	none	Very high	99.99%		O2v2	?-	None	98.31%	O1/O2v2_03_wbbM,O1/O2v2_04_glf,O1/O2v2_05_wbbN,O1/O2v2_06_wbbO,O1/O2v2_07_kfoC	ST280	2	1	2	1	10	4	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	-	-	-	-	-	-	SulI	-	-	AmpH*	-	SHV-27	-	-	-
ERR486792	Klebsiella pneumoniae	strong	183	241250	398039	ST39	0	0	8	12	-	0	-	0	-	0	-	0	-	wzi83	KL23	none	Very high	99.92%		O1v2	none	Very high	98.49%		ST39	2	1	2	4	9	1	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;Aph3-Ia*;AadA17*	-	-	QnrB2;GyrA-83F	-	MphA	-	CatB8*	-	SulI;SulI?	TetA	DfrA15b*	AmpH*;SHV-187*	-	-	-	-	TEM-30*
ERR486793	Klebsiella pneumoniae	strong	128	200166	361403	ST15	1	0	8	14	ybt 10; ICEKp4	28-1LV	-	0	-	0	-	0	-	wzi24	KL24	?-	Good	99.99%	KL24_13_wcuG	O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	16	12	4	3	3	35	50	3	10	23	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA5;StrB;StrA*;Aac3-IId*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	MphA	-	CatA2*?	-	SulI;SulII	TetA	DfrA17	AmpH*;SHV-28*	-	-	-	-	TEM-30*
ERR486794	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	243	160019	514244	ST1318	0	0	0	0	-	0	-	0	-	0	-	0	-	wzi23	KL35	?-+	Good	99.15%	KL35_02_cpsACP	O5	*	High	94.27%		ST1318	18	22	26	22	93	37	227	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;OKP-B-15*?	-	-	-	-	-
ERR486798	Klebsiella pneumoniae	strong	156	326014	628530	ST101	1	1	7	10	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	wzi137	KL17	none	Perfect	100.00%		O1v1	none	Very high	98.03%		ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*;AadA1-pm*?	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	-	-	CatB4?	-	-	TetD	DfrA14	AmpH*;SHV-28*;OXA-9;OXA-1	-	CTX-M-15	-	-	TEM-54*
ERR486799	Klebsiella pneumoniae	strong	129	361521	722965	ST15	0	0	8	12	-	0	-	0	-	0	-	0	-	wzi178	KL107	-+	None	88.96%	KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O1v2	none	Very high	98.63%		ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aph3-Ia*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	MphA	-	CatA1*	-	SulI;SulII	TetA	DfrA12	SHV-28*;AmpH*	-	-	-	-	TEM-30*
ERR486800	Klebsiella pneumoniae	strong	60	422272	1415852	ST200	0	0	0	0	-	0	-	0	-	0	-	0	-	wzi385	KL22	none	Very high	99.24%		O3b	none	Very high	99.33%		ST200	2	1	2	1	12	1	68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187*;AmpH*	-	-	-	-	-
ERR486801	Klebsiella pneumoniae	strong	113	379610	1516487	ST147	0	1	8	12	-	0	-	0	-	0	-	0	-	wzi64	KL64	none	Perfect	100.00%		O2v1	none	Very high	98.64%		ST147	3	4	6	1	7	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*	-	-	QnrB1?;ParC-80I;GyrA-83I	-	-	-	CatB4?	-	SulII	TetA	DfrA14	SHV-67*;AmpH*;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486802	Klebsiella pneumoniae	strong	171	309553	387148	ST101	1	0	1	3	ybt 9; ICEKp3	172-1LV	-	0	-	0	-	0	-	wzi137	KL17	none	Perfect	100.00%		O1v1	none	Very high	98.03%		ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	78	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ParC-80I;GyrA-83Y;GyrA-87A	-	-	-	-	-	-	-	-	AmpH*;SHV-28*	-	-	-	-	-
ERR486803	Klebsiella pneumoniae	strong	188	205639	361212	ST412	3	1	3	4	-	0	-	0	iuc 2	1	iro 3	1	rmpA	wzi206	KL57	?-	Good	99.98%	KL57_13_vanT	O3b	none	Very high	99.33%		ST412	2	1	2	1	9	1	112	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib*	-	-	-	-	-	-	-	-	-	-	-	AmpH*;OXA-9	-	SHV-40*?	-	-	TEM-54*
ERR486804	Klebsiella pneumoniae	strong	138	283260	892575	ST11	1	1	7	11	ybt 10; ICEKp4	112-2LV	-	0	-	0	-	0	-	wzi24	KL24	?-	Good	99.99%	KL24_13_wcuG	O2v1	none	Very high	98.52%		ST11	3	3	1	1	1	1	4	3	10	4	3	29	5	122*	3	10	9	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*;StrB?;StrA?	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	-	CatB4?	-	SulII	-	-	AmpH*;OXA-1	-	CTX-M-15	-	SHV-11	TEM-30*
ERR497024	Klebsiella pneumoniae	strong	120	372347	1486607	ST336	1	0	1	1	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	wzi141	KL25	-	High	99.16%	KL25_09_wfeD	O5	*	High	94.21%		ST336	2	1	1	1	72	4	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MphA	-	-	-	-	-	-	AmpH*	-	-	-	-	-
test	Klebsiella pneumoniae	strong	130	309154	769300	ST874-1LV	1	0	7	11	ybt 16; ICEKp12	277-2LV	-	0	-	0	-	0	-	wzi222	KL39	none	Very high	99.17%		O3/O3a	none	Very high	97.97%		ST874-1LV	4	1	1	1	7*	1	22	6*	15	5	4	11	245	23	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA5;Aac3-IId*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	-	CatA1*;CatB3*	-	SulI	TetB*	DfrA17	AmpH*;SHV-121;OXA-1	-	-	-	-	-
